time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-09T08:43:57.078Z,-28.7761,-72.7934,10,4.3,mwr,83,143,1.617,0.71,us,us7000j33d,2023-03-20T06:03:04.040Z,"192 km NW of Coquimbo, Chile",earthquake,7.05,1.886,0.045,48,reviewed,us,us
2023-01-09T02:05:20.146Z,-24.0611,-67.0607,202.486,4.2,mb,30,64,1.507,0.74,us,us7000j31u,2023-03-20T06:03:02.040Z,"77 km WNW of San Antonio de los Cobres, Argentina",earthquake,9.88,9.181,0.264,4,reviewed,us,us
2023-01-08T20:23:58.691Z,-21.0474,-68.6382,128.382,4.3,mwr,25,73,0.793,1.11,us,us7000j314,2023-03-20T06:03:01.040Z,"158 km N of Calama, Chile",earthquake,6.46,1.851,,,reviewed,us,guc
2023-01-08T19:28:46.788Z,-33.0128,-71.3559,54.46,4.3,mwr,38,69,0.245,0.35,us,us7000j30u,2023-03-20T06:03:01.040Z,"3 km NNE of Villa Alemana, Chile",earthquake,2.7,5.251,0.065,23,reviewed,us,us
2023-01-08T11:53:47.194Z,-23.5177,-66.8469,210.586,4.3,mb,26,105,1.348,0.65,us,us7000j2yq,2023-03-20T06:02:58.040Z,"94 km NW of San Antonio de los Cobres, Argentina",earthquake,6.15,8.616,0.201,7,reviewed,us,us
2023-01-07T06:23:40.893Z,-32.0193,-69.4816,106.694,4.8,mwr,132,33,0.827,0.67,us,us7000j2r8,2023-03-11T22:51:44.040Z,"76 km S of Calingasta, Argentina",earthquake,5.72,2.338,,,reviewed,us,guc
2023-01-07T01:58:42.796Z,-31.4319,-68.5084,114.784,4,mb,24,112,0.188,0.87,us,us7000j2pr,2023-03-11T22:51:44.040Z,"San Juan, Argentina",earthquake,7.88,5.782,0.26,5,reviewed,us,us
2023-01-07T01:31:49.306Z,-34.3817,-72.3721,28.476,4.4,mb,40,98,0.725,1.04,us,us7000j2pk,2023-03-11T22:51:44.040Z,"96 km WNW of Santa Cruz, Chile",earthquake,4.17,5.81,0.149,13,reviewed,us,us
2023-01-06T16:50:03.269Z,-9.3369,-79.0651,62.141,4.6,mb,30,89,3.422,0.57,us,us7000j2lq,2023-03-11T22:51:42.040Z,"off the coast of northern Peru",earthquake,9.24,5.141,0.132,17,reviewed,us,us
2023-01-06T13:33:01.275Z,-34.2206,-71.6465,50.337,4.3,mb,40,67,0.484,0.43,us,us7000j2j2,2023-03-11T22:51:42.040Z,"53 km NNW of Santa Cruz, Chile",earthquake,3.54,6.653,0.16,12,reviewed,us,us
2023-01-06T12:33:17.462Z,-4.0222,-81.7315,8.451,4.4,mb,29,124,1.726,0.51,us,us7000j2in,2023-03-11T22:51:42.040Z,"63 km WNW of El Alto, Peru",earthquake,2.66,4.165,0.144,14,reviewed,us,us
2023-01-06T06:38:36.458Z,-24.1567,-67.0685,188.315,4.4,mb,23,53,1.574,0.67,us,us7000j2hh,2023-03-11T22:51:42.040Z,"76 km W of San Antonio de los Cobres, Argentina",earthquake,8.32,8.517,0.149,13,reviewed,us,us
2023-01-05T19:08:18.930Z,-32.7048,-71.2694,57.962,4.2,mwr,41,99,0.449,0.41,us,us7000j2dx,2023-03-11T22:51:41.040Z,"10 km NNW of Hacienda La Calera, Chile",earthquake,2.8,5.178,,,reviewed,us,guc
2023-01-05T14:14:29.033Z,-22.8646,-68.4422,122.519,4.4,mwr,32,53,0.258,0.7,us,us7000j2az,2023-03-11T22:51:41.040Z,"25 km WNW of San Pedro de Atacama, Chile",earthquake,5.06,4.431,,,reviewed,us,guc
2023-01-05T11:03:59.462Z,6.7877,-73.0479,153.901,4.4,mb,37,73,0.89,0.72,us,us7000j4qq,2023-03-11T22:51:50.040Z,"8 km NE of Jordán, Colombia",earthquake,3.34,5.421,0.126,18,reviewed,us,us
2023-01-05T03:38:16.317Z,-10.6035,-74.8614,121.093,4.8,mb,168,79,2.38,0.63,us,us7000j27d,2023-03-11T22:51:40.040Z,"35 km N of Santa Rosa, Peru",earthquake,7.72,6.056,0.048,137,reviewed,us,us
2023-01-04T23:23:46.337Z,-19.1636,-68.9655,126.284,5.1,mww,164,68,0.547,0.58,us,us7000j25w,2023-03-11T22:51:40.040Z,"154 km SSW of Curahuara de Carangas, Bolivia",earthquake,5.41,3.021,0.053,34,reviewed,us,us
2023-01-04T19:42:55.191Z,-30.7554,-71.4941,35,4,ml,36,118,0.146,1.1,us,us7000j24y,2023-03-11T22:51:39.040Z,"33 km WSW of Ovalle, Chile",earthquake,3.88,1.831,0.047,60,reviewed,us,us
2023-01-04T15:29:37.261Z,-23.0579,-68.9523,106.604,4.5,mwr,30,81,0.67,0.72,us,us7000j22x,2023-03-11T22:51:39.040Z,"66 km S of Calama, Chile",earthquake,1.85,5.035,,,reviewed,us,guc
2023-01-03T22:20:56.509Z,-24.1135,-66.8083,198.977,4.2,mb,25,89,1.709,0.6,us,us7000j1xu,2023-03-11T22:51:37.040Z,"Salta, Argentina",earthquake,6.89,6.894,0.186,8,reviewed,us,us
2023-01-03T12:26:10.224Z,-31.5582,-69.2794,120.139,4.5,mb,97,41,0.508,0.63,us,us7000j1tg,2023-03-11T22:51:35.040Z,"28 km SSE of Calingasta, Argentina",earthquake,4.89,5.819,0.046,142,reviewed,us,us
2023-01-03T04:32:21.424Z,-16.9179,-72.4467,63.519,4.4,mb,21,144,2.473,0.35,us,us7000j1r8,2023-03-11T22:51:34.040Z,"22 km S of Quilca, Peru",earthquake,7.24,11.811,0.27,4,reviewed,us,us
2023-01-03T02:09:54.544Z,-18.287,-70.0597,85.305,4.1,mb,23,81,0.281,1.08,us,us7000j1qq,2023-03-11T22:51:34.040Z,"32 km NE of Arica, Chile",earthquake,5.29,1.711,0.185,8,reviewed,us,us
2023-01-03T00:20:49.856Z,-16.0098,-75.0248,10,4.4,mb,36,99,4.37,0.73,us,us7000j1qb,2023-03-11T22:51:34.040Z,"72 km SSE of San Juan, Peru",earthquake,9.46,1.826,0.22,6,reviewed,us,us
2023-01-02T18:08:00.212Z,9.7528,-69.6309,10,4.5,mb,53,72,1.306,1.09,us,us7000j1mr,2023-03-11T22:51:33.040Z,"18 km ESE of El Tocuyo, Venezuela",earthquake,7.42,1.856,0.089,37,reviewed,us,us
2023-01-02T11:24:09.437Z,-31.3613,-68.2466,105.312,4.5,mb,43,120,0.417,0.53,us,us7000j1li,2023-03-11T22:51:32.040Z,"25 km ENE of San Martín, Argentina",earthquake,8.56,1.946,0.097,31,reviewed,us,us
2023-01-02T06:45:13.694Z,-24.1203,-66.9233,195.266,4.5,mb,84,43,1.637,0.84,us,us7000j1jc,2023-03-11T22:51:31.040Z,"62 km W of San Antonio de los Cobres, Argentina",earthquake,7.83,6.802,0.045,147,reviewed,us,us
2023-01-02T00:22:05.645Z,6.8279,-73.0877,153.952,4.3,mb,14,59,0.929,0.92,us,us7000j43n,2023-03-11T22:51:46.040Z,"10 km N of Jordán, Colombia",earthquake,7.15,9.255,0.218,6,reviewed,us,us
2023-01-01T21:32:44.421Z,-21.3126,-67.2105,201.911,4.4,mb,47,40,1.862,0.69,us,us7000j1h7,2023-03-11T22:51:30.040Z,"Potosi, Bolivia",earthquake,7.61,6.994,0.127,18,reviewed,us,us
2023-01-01T13:27:29.461Z,-21.2221,-68.9621,90.462,4.1,mb,28,55,0.522,0.76,us,us7000j1f6,2023-03-11T22:51:30.040Z,"136 km N of Calama, Chile",earthquake,6.75,7.627,0.166,10,reviewed,us,us
2023-01-01T12:18:59.423Z,-23.0742,-68.9221,106.733,4.8,mwr,47,80,0.696,0.81,us,us7000j1ew,2023-03-11T22:51:29.040Z,"68 km S of Calama, Chile",earthquake,4.26,4.252,0.057,30,reviewed,us,us
